reg;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
02;2020-11-30;2;5;7;28061;24495;69;52556
02;2020-11-30;0;0;0;18231;15278;79;33509
02;2020-11-30;0;0;0;11090;7677;89;18767
02;2020-11-30;0;0;0;3992;1506;90;5498
02;2020-11-30;10;11;21;194587;164162;0;358749
03;2020-11-30;0;0;0;31123;30920;09;62043
03;2020-11-30;1;3;4;29370;29268;19;58638
03;2020-11-30;7;4;11;21458;18963;29;40421
03;2020-11-30;8;4;12;21276;18326;39;39602
03;2020-11-30;2;3;5;18164;16593;49;34757
03;2020-11-30;0;3;3;13469;13557;59;27026
03;2020-11-30;0;1;1;8776;8670;69;17446
03;2020-11-30;0;1;1;3777;3591;79;7368
03;2020-11-30;0;0;0;1649;1072;89;2721
03;2020-11-30;0;0;0;485;184;90;669
03;2020-11-30;18;19;37;149547;141144;0;290691
04;2020-11-30;1;4;5;60314;61377;09;121691
04;2020-11-30;3;10;13;66065;68387;19;134452
04;2020-11-30;7;5;12;51059;47156;29;98215
04;2020-11-30;2;1;3;58788;45780;39;104568
04;2020-11-30;4;3;7;61408;52207;49;113615
04;2020-11-30;4;1;5;64838;60759;59;125597
04;2020-11-30;1;1;2;47008;42843;69;89851
04;2020-11-30;1;2;3;25509;21184;79;46693
04;2020-11-30;0;0;0;13168;7647;89;20815
04;2020-11-30;0;0;0;3209;1253;90;4462
04;2020-11-30;23;27;50;451366;408593;0;859959
05;2020-11-30;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-11-30;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-11-30;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-11-30;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
05;2020-11-30;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-11-30;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-11-30;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-11-30;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-11-30;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-11-30;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-11-30;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-11-30;0;1;1;42583;42380;09;84963
06;2020-11-30;1;0;1;33369;31925;19;65294
06;2020-11-30;3;7;10;21571;15080;29;36651
06;2020-11-30;5;4;9;21550;16147;39;37697
06;2020-11-30;6;4;10;14193;13939;49;28132
06;2020-11-30;1;4;5;7171;7597;59;14768
06;2020-11-30;1;3;4;3629;4117;69;7746
06;2020-11-30;0;1;1;1577;1457;79;3034
06;2020-11-30;0;0;0;531;474;89;1005
06;2020-11-30;1;0;1;88;93;90;181
06;2020-11-30;18;24;42;146262;133209;0;279471
07;2020-11-30;0;0;0;485;549;09;1034
07;2020-11-30;0;0;0;403;432;19;835
07;2020-11-30;0;0;0;764;841;29;1605
07;2020-11-30;1;0;1;824;928;39;1752
07;2020-11-30;0;0;0;788;1020;49;1808
07;2020-11-30;1;0;1;678;870;59;1548
07;2020-11-30;0;0;0;360;382;69;742
07;2020-11-30;0;0;0;231;190;79;421
07;2020-11-30;0;0;0;114;67;89;181
07;2020-11-30;0;0;0;24;11;90;35
07;2020-11-30;2;0;2;4671;5290;0;9961
08;2020-11-30;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-11-30;2;1;3;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-11-30;1;0;1;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-11-30;2;2;4;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-11-30;1;2;3;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-11-30;1;2;3;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-11-30;1;0;1;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-11-30;0;0;0;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-11-30;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-11-30;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-11-30;8;7;15;18551.3174743414;16782.6825256586;0;35334
11;2020-11-30;51;43;102;783071;811785;09;1594856
11;2020-11-30;165;173;348;761456;784653;19;1546109
11;2020-11-30;247;195;442;850145;801772;29;1651917
11;2020-11-30;277;223;501;914360;843488;39;1757848
11;2020-11-30;240;204;445;845609;826202;49;1671811
11;2020-11-30;223;186;414;793566;745070;59;1538636
11;2020-11-30;120;134;255;628649;549192;69;1177841
11;2020-11-30;71;76;147;434606;358356;79;792962
11;2020-11-30;84;59;143;261425;162933;89;424358
11;2020-11-30;57;16;73;89253;32619;90;121872
11;2020-11-30;1536;1309;2871;6362140;5916070;0;12278210
24;2020-11-30;5;5;10;139720;144686;09;284406
24;2020-11-30;31;36;67;152979;161185;19;314164
24;2020-11-30;36;19;55;122237;126536;29;248773
24;2020-11-30;43;40;83;150359;142009;39;292368
24;2020-11-30;48;38;86;161829;158758;49;320587
24;2020-11-30;44;28;72;172552;168011;59;340563
24;2020-11-30;26;27;53;172509;158177;69;330686
24;2020-11-30;14;17;32;129428;110593;79;240021
24;2020-11-30;27;16;43;87342;56882;89;144224
24;2020-11-30;39;12;51;31210;12071;90;43281
24;2020-11-30;313;238;552;1320165;1238908;0;2559073
27;2020-11-30;11;15;27;143373;149679;09;293052
27;2020-11-30;53;63;118;160962;173003;19;333965
27;2020-11-30;65;52;117;133746;142254;29;276000
27;2020-11-30;78;42;120;160004;155407;39;315411
27;2020-11-30;86;84;170;172333;169564;49;341897
27;2020-11-30;88;82;170;189979;183788;59;373767
27;2020-11-30;58;53;111;192591;178206;69;370797
27;2020-11-30;39;37;76;146876;127546;79;274422
27;2020-11-30;53;38;91;96896;61575;89;158471
27;2020-11-30;59;16;75;33148;12109;90;45257
27;2020-11-30;590;482;1075;1429908;1353131;0;2783039
28;2020-11-30;6;8;15;180735;186856;09;367591
28;2020-11-30;21;20;42;200125;213621;19;413746
28;2020-11-30;29;15;44;168922;173007;29;341929
28;2020-11-30;24;30;54;196628;188487;39;385115
28;2020-11-30;24;23;47;205396;201699;49;407095
28;2020-11-30;45;33;78;222002;213866;59;435868
28;2020-11-30;30;25;55;224688;203758;69;428446
28;2020-11-30;12;15;27;163192;135543;79;298735
28;2020-11-30;27;13;40;109691;65377;89;175068
28;2020-11-30;31;4;35;37222;12685;90;49907
28;2020-11-30;249;186;437;1708601;1594899;0;3303500
32;2020-11-30;29;28;57;358062;373689;09;731751
32;2020-11-30;86;72;158;387045;406742;19;793787
32;2020-11-30;120;81;201;342304;348587;29;690891
32;2020-11-30;107;88;196;382485;369972;39;752457
32;2020-11-30;111;86;197;382510;376716;49;759226
32;2020-11-30;118;96;214;386937;376527;59;763464
32;2020-11-30;65;65;130;371211;330938;69;702149
32;2020-11-30;50;38;88;250542;201459;79;452001
32;2020-11-30;81;41;122;163399;89786;89;253185
32;2020-11-30;45;11;56;48384;15367;90;63751
32;2020-11-30;812;606;1419;3072879;2889783;0;5962662
44;2020-11-30;29;34;63;291525;306839;09;598364
44;2020-11-30;98;79;178;320255;339504;19;659759
44;2020-11-30;117;105;225;302020;314428;29;616448
44;2020-11-30;122;78;202;342222;333292;39;675514
44;2020-11-30;130;89;221;349727;344491;49;694218
44;2020-11-30;125;92;219;381371;373239;59;754610
44;2020-11-30;72;74;146;367165;335850;69;703015
44;2020-11-30;48;54;104;250387;215436;79;465823
44;2020-11-30;96;49;145;170825;105192;89;276017
44;2020-11-30;99;14;113;51248;16731;90;67979
44;2020-11-30;936;668;1616;2826745;2685002;0;5511747
52;2020-11-30;7;9;16;213594;223900;09;437494
52;2020-11-30;25;23;49;240818;255197;19;496015
52;2020-11-30;59;22;81;197010;200630;29;397640
52;2020-11-30;53;30;83;231204;224885;39;456089
52;2020-11-30;49;26;75;243874;243418;49;487292
52;2020-11-30;45;35;80;244100;239116;59;483216
52;2020-11-30;20;19;39;241796;221345;69;463141
52;2020-11-30;23;24;47;177805;149903;79;327708
52;2020-11-30;50;22;72;119561;75822;89;195383
52;2020-11-30;49;15;64;42559;15260;90;57819
52;2020-11-30;380;225;606;1952321;1849476;0;3801797
53;2020-11-30;8;7;16;173813;182358;09;356171
53;2020-11-30;19;7;26;202720;214740;19;417460
53;2020-11-30;27;17;44;163116;173196;29;336312
53;2020-11-30;23;14;37;190526;187674;39;378200
53;2020-11-30;28;17;45;212098;212015;49;424113
53;2020-11-30;21;6;27;223699;219176;59;442875
53;2020-11-30;20;17;37;227435;209274;69;436709
53;2020-11-30;9;8;17;169992;140910;79;310902
53;2020-11-30;8;9;17;118117;69883;89;188000
53;2020-11-30;11;6;17;37370;12267;90;49637
53;2020-11-30;174;108;283;1718886;1621493;0;3340379
75;2020-11-30;17;17;34;293104;305291;09;598395
75;2020-11-30;58;48;107;337141;357785;19;694926
75;2020-11-30;101;51;152;295024;300618;29;595642
75;2020-11-30;95;59;154;347871;331233;39;679104
75;2020-11-30;107;60;167;384742;372771;49;757513
75;2020-11-30;93;65;158;413361;390880;59;804241
75;2020-11-30;53;59;112;425623;384060;69;809683
75;2020-11-30;46;40;86;325086;276298;79;601384
75;2020-11-30;91;47;138;213986;139308;89;353294
75;2020-11-30;78;28;106;77600;28200;90;105800
75;2020-11-30;739;474;1214;3113538;2886444;0;5999982
76;2020-11-30;10;10;24;305956;318589;09;624545
76;2020-11-30;58;65;129;338942;356969;19;695911
76;2020-11-30;74;62;136;316210;319570;29;635780
76;2020-11-30;81;56;137;356758;337587;39;694345
76;2020-11-30;81;63;144;376541;363812;49;740353
76;2020-11-30;73;69;142;402608;383750;59;786358
76;2020-11-30;39;59;98;394889;358997;69;753886
76;2020-11-30;45;30;75;308664;263806;79;572470
76;2020-11-30;57;32;89;195838;129272;89;325110
76;2020-11-30;76;26;102;69372;26728;90;96100
76;2020-11-30;594;474;1078;3065778;2859080;0;5924858
84;2020-11-30;45;45;90;459549;481088;09;940637
84;2020-11-30;177;194;373;487711;511905;19;999616
84;2020-11-30;224;165;389;443824;451094;29;894918
84;2020-11-30;230;190;421;512522;493262;39;1005784
84;2020-11-30;232;189;421;520248;515106;49;1035354
84;2020-11-30;190;171;361;529611;514848;59;1044459
84;2020-11-30;119;141;260;486720;439940;69;926660
84;2020-11-30;99;102;201;372151;315211;79;687362
84;2020-11-30;156;95;251;237198;150524;89;387722
84;2020-11-30;151;37;188;81185;28680;90;109865
84;2020-11-30;1623;1329;2955;4130719;3901658;0;8032377
93;2020-11-30;27;26;54;268834;283093;09;551927
93;2020-11-30;79;86;167;280751;296087;19;576838
93;2020-11-30;128;69;197;254404;255552;29;509956
93;2020-11-30;131;87;218;310704;288398;39;599102
93;2020-11-30;127;110;237;325559;305827;49;631386
93;2020-11-30;99;104;203;353104;325389;59;678493
93;2020-11-30;78;73;151;336327;296459;69;632786
93;2020-11-30;63;52;115;279820;229699;79;509519
93;2020-11-30;73;40;113;171274;113716;89;284990
93;2020-11-30;78;17;95;58896;21758;90;80654
93;2020-11-30;883;664;1550;2639673;2415978;0;5055651
94;2020-11-30;0;1;1;16311;17433;09;33744
94;2020-11-30;1;1;2;16679;18132;19;34811
94;2020-11-30;2;3;5;16782;16579;29;33361
94;2020-11-30;3;0;3;23044;20580;39;43624
94;2020-11-30;1;3;4;23065;22140;49;45205
94;2020-11-30;0;1;1;24549;23421;59;47970
94;2020-11-30;0;3;3;23212;21883;69;45095
94;2020-11-30;1;0;1;19544;17141;79;36685
94;2020-11-30;2;1;3;11227;8178;89;19405
94;2020-11-30;1;0;1;3332;1447;90;4779
94;2020-11-30;11;13;24;177745;166934;0;344679
01;2020-12-01;0;1;1;19979;20155;09;40134
01;2020-12-01;0;1;1;24994;25489;19;50483
01;2020-12-01;0;1;1;17868;16690;29;34558
01;2020-12-01;1;1;2;22328;14821;39;37149
01;2020-12-01;1;3;4;28652;20276;49;48928
01;2020-12-01;2;1;3;33264;27260;59;60524
01;2020-12-01;1;3;4;27135;23978;69;51113
01;2020-12-01;0;1;1;18401;14661;79;33062
01;2020-12-01;0;0;0;9633;6375;89;16008
01;2020-12-01;0;0;0;3410;1510;90;4920
01;2020-12-01;5;12;17;205664;171215;0;376879
02;2020-12-01;0;0;0;16881;17110;09;33991
02;2020-12-01;0;0;0;21410;21604;19;43014
02;2020-12-01;0;0;0;16017;15479;29;31496
02;2020-12-01;0;0;0;19825;14455;39;34280
02;2020-12-01;1;2;3;24719;18248;49;42967
02;2020-12-01;0;3;3;34361;28310;59;62671
02;2020-12-01;0;1;1;28061;24495;69;52556
02;2020-12-01;0;0;0;18231;15278;79;33509
02;2020-12-01;0;0;0;11090;7677;89;18767
02;2020-12-01;0;0;0;3992;1506;90;5498
02;2020-12-01;1;6;7;194587;164162;0;358749
03;2020-12-01;1;1;2;31123;30920;09;62043
03;2020-12-01;3;2;5;29370;29268;19;58638
03;2020-12-01;2;3;5;21458;18963;29;40421
03;2020-12-01;4;4;8;21276;18326;39;39602
03;2020-12-01;6;4;10;18164;16593;49;34757
03;2020-12-01;4;0;4;13469;13557;59;27026
03;2020-12-01;0;1;1;8776;8670;69;17446
03;2020-12-01;1;0;1;3777;3591;79;7368
03;2020-12-01;0;0;0;1649;1072;89;2721
03;2020-12-01;0;0;0;485;184;90;669
03;2020-12-01;21;15;36;149547;141144;0;290691
04;2020-12-01;4;0;4;60314;61377;09;121691
04;2020-12-01;5;6;11;66065;68387;19;134452
04;2020-12-01;1;4;5;51059;47156;29;98215
04;2020-12-01;5;2;7;58788;45780;39;104568
04;2020-12-01;4;6;10;61408;52207;49;113615
04;2020-12-01;3;2;5;64838;60759;59;125597
04;2020-12-01;4;2;6;47008;42843;69;89851
04;2020-12-01;1;1;2;25509;21184;79;46693
04;2020-12-01;0;0;0;13168;7647;89;20815
04;2020-12-01;0;0;0;3209;1253;90;4462
04;2020-12-01;27;23;50;451366;408593;0;859959
05;2020-12-01;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-12-01;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-12-01;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-12-01;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
05;2020-12-01;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-12-01;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-12-01;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-12-01;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-12-01;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-12-01;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-12-01;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-12-01;0;0;0;42583;42380;09;84963
06;2020-12-01;1;0;1;33369;31925;19;65294
06;2020-12-01;4;5;9;21571;15080;29;36651
06;2020-12-01;3;5;8;21550;16147;39;37697
06;2020-12-01;1;4;5;14193;13939;49;28132
06;2020-12-01;2;4;6;7171;7597;59;14768
06;2020-12-01;0;2;2;3629;4117;69;7746
06;2020-12-01;0;0;0;1577;1457;79;3034
06;2020-12-01;0;0;0;531;474;89;1005
06;2020-12-01;0;0;0;88;93;90;181
06;2020-12-01;11;20;31;146262;133209;0;279471
07;2020-12-01;0;0;0;485;549;09;1034
07;2020-12-01;0;0;0;403;432;19;835
07;2020-12-01;0;0;0;764;841;29;1605
07;2020-12-01;1;0;1;824;928;39;1752
07;2020-12-01;0;1;1;788;1020;49;1808
07;2020-12-01;0;0;0;678;870;59;1548
07;2020-12-01;0;0;0;360;382;69;742
07;2020-12-01;0;0;0;231;190;79;421
07;2020-12-01;0;0;0;114;67;89;181
07;2020-12-01;0;0;0;24;11;90;35
07;2020-12-01;1;1;2;4671;5290;0;9961
08;2020-12-01;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-12-01;1;1;2;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-12-01;3;3;6;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-12-01;5;2;7;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-12-01;1;0;1;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-12-01;0;1;1;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-12-01;0;1;1;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-12-01;0;2;2;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-12-01;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-12-01;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-12-01;10;10;20;18551.3174743414;16782.6825256586;0;35334
11;2020-12-01;43;35;84;783071;811785;09;1594856
11;2020-12-01;118;112;243;761456;784653;19;1546109
11;2020-12-01;193;148;341;850145;801772;29;1651917
11;2020-12-01;196;155;353;914360;843488;39;1757848
11;2020-12-01;178;168;347;845609;826202;49;1671811
11;2020-12-01;157;129;286;793566;745070;59;1538636
11;2020-12-01;100;85;186;628649;549192;69;1177841
11;2020-12-01;46;64;110;434606;358356;79;792962
11;2020-12-01;81;37;118;261425;162933;89;424358
11;2020-12-01;59;18;77;89253;32619;90;121872
11;2020-12-01;1173;953;2149;6362140;5916070;0;12278210
24;2020-12-01;0;6;6;139720;144686;09;284406
24;2020-12-01;28;23;53;152979;161185;19;314164
24;2020-12-01;36;23;59;122237;126536;29;248773
24;2020-12-01;44;15;59;150359;142009;39;292368
24;2020-12-01;40;29;69;161829;158758;49;320587
24;2020-12-01;35;28;63;172552;168011;59;340563
24;2020-12-01;9;22;31;172509;158177;69;330686
24;2020-12-01;29;21;50;129428;110593;79;240021
24;2020-12-01;41;24;65;87342;56882;89;144224
24;2020-12-01;30;15;45;31210;12071;90;43281
24;2020-12-01;292;206;500;1320165;1238908;0;2559073
27;2020-12-01;10;13;23;143373;149679;09;293052
27;2020-12-01;41;54;96;160962;173003;19;333965
27;2020-12-01;59;36;95;133746;142254;29;276000
27;2020-12-01;55;34;89;160004;155407;39;315411
27;2020-12-01;60;46;106;172333;169564;49;341897
27;2020-12-01;57;53;110;189979;183788;59;373767
27;2020-12-01;27;43;70;192591;178206;69;370797
27;2020-12-01;33;34;67;146876;127546;79;274422
27;2020-12-01;44;33;77;96896;61575;89;158471
27;2020-12-01;41;13;54;33148;12109;90;45257
27;2020-12-01;427;359;787;1429908;1353131;0;2783039
28;2020-12-01;10;11;21;180735;186856;09;367591
28;2020-12-01;22;21;43;200125;213621;19;413746
28;2020-12-01;28;25;53;168922;173007;29;341929
28;2020-12-01;36;28;64;196628;188487;39;385115
28;2020-12-01;36;28;64;205396;201699;49;407095
28;2020-12-01;37;29;66;222002;213866;59;435868
28;2020-12-01;16;17;33;224688;203758;69;428446
28;2020-12-01;16;15;31;163192;135543;79;298735
28;2020-12-01;20;7;27;109691;65377;89;175068
28;2020-12-01;23;6;29;37222;12685;90;49907
28;2020-12-01;244;187;431;1708601;1594899;0;3303500
32;2020-12-01;16;23;39;358062;373689;09;731751
32;2020-12-01;68;57;125;387045;406742;19;793787
32;2020-12-01;101;49;150;342304;348587;29;690891
32;2020-12-01;94;53;147;382485;369972;39;752457
32;2020-12-01;101;84;185;382510;376716;49;759226
32;2020-12-01;70;78;148;386937;376527;59;763464
32;2020-12-01;50;46;96;371211;330938;69;702149
32;2020-12-01;44;39;83;250542;201459;79;452001
32;2020-12-01;81;39;120;163399;89786;89;253185
32;2020-12-01;89;15;104;48384;15367;90;63751
32;2020-12-01;714;484;1198;3072879;2889783;0;5962662
44;2020-12-01;24;22;46;291525;306839;09;598364
44;2020-12-01;63;67;131;320255;339504;19;659759
44;2020-12-01;87;54;143;302020;314428;29;616448
44;2020-12-01;105;88;194;342222;333292;39;675514
44;2020-12-01;78;88;167;349727;344491;49;694218
44;2020-12-01;107;91;200;381371;373239;59;754610
44;2020-12-01;54;47;101;367165;335850;69;703015
44;2020-12-01;50;28;80;250387;215436;79;465823
44;2020-12-01;90;49;140;170825;105192;89;276017
44;2020-12-01;76;11;87;51248;16731;90;67979
44;2020-12-01;734;545;1290;2826745;2685002;0;5511747
52;2020-12-01;11;8;20;213594;223900;09;437494
52;2020-12-01;25;27;52;240818;255197;19;496015
52;2020-12-01;40;21;61;197010;200630;29;397640
52;2020-12-01;39;15;54;231204;224885;39;456089
52;2020-12-01;49;28;77;243874;243418;49;487292
52;2020-12-01;35;30;65;244100;239116;59;483216
52;2020-12-01;14;15;29;241796;221345;69;463141
52;2020-12-01;9;17;26;177805;149903;79;327708
52;2020-12-01;45;28;73;119561;75822;89;195383
52;2020-12-01;33;14;47;42559;15260;90;57819
52;2020-12-01;300;203;504;1952321;1849476;0;3801797
53;2020-12-01;4;7;11;173813;182358;09;356171
53;2020-12-01;16;13;29;202720;214740;19;417460
53;2020-12-01;22;13;37;163116;173196;29;336312
53;2020-12-01;32;13;45;190526;187674;39;378200
53;2020-12-01;27;15;42;212098;212015;49;424113
53;2020-12-01;27;9;36;223699;219176;59;442875
53;2020-12-01;7;9;16;227435;209274;69;436709
53;2020-12-01;7;4;11;169992;140910;79;310902
53;2020-12-01;19;8;27;118117;69883;89;188000
53;2020-12-01;11;1;12;37370;12267;90;49637
53;2020-12-01;172;92;266;1718886;1621493;0;3340379
75;2020-12-01;11;7;19;293104;305291;09;598395
75;2020-12-01;41;34;76;337141;357785;19;694926
75;2020-12-01;63;37;100;295024;300618;29;595642
75;2020-12-01;73;43;116;347871;331233;39;679104
75;2020-12-01;65;35;100;384742;372771;49;757513
75;2020-12-01;59;44;103;413361;390880;59;804241
75;2020-12-01;36;28;64;425623;384060;69;809683
75;2020-12-01;31;21;52;325086;276298;79;601384
75;2020-12-01;69;32;101;213986;139308;89;353294
75;2020-12-01;64;20;84;77600;28200;90;105800
75;2020-12-01;512;301;815;3113538;2886444;0;5999982
76;2020-12-01;11;15;29;305956;318589;09;624545
76;2020-12-01;46;40;86;338942;356969;19;695911
76;2020-12-01;63;48;111;316210;319570;29;635780
76;2020-12-01;57;45;102;356758;337587;39;694345
76;2020-12-01;65;50;115;376541;363812;49;740353
76;2020-12-01;57;40;97;402608;383750;59;786358
76;2020-12-01;29;40;69;394889;358997;69;753886
76;2020-12-01;31;28;60;308664;263806;79;572470
76;2020-12-01;54;41;95;195838;129272;89;325110
76;2020-12-01;64;16;80;69372;26728;90;96100
76;2020-12-01;478;363;845;3065778;2859080;0;5924858
84;2020-12-01;41;38;79;459549;481088;09;940637
84;2020-12-01;135;133;268;487711;511905;19;999616
84;2020-12-01;169;113;282;443824;451094;29;894918
84;2020-12-01;179;128;307;512522;493262;39;1005784
84;2020-12-01;147;135;282;520248;515106;49;1035354
84;2020-12-01;157;135;292;529611;514848;59;1044459
84;2020-12-01;116;88;204;486720;439940;69;926660
84;2020-12-01;88;82;170;372151;315211;79;687362
84;2020-12-01;149;74;223;237198;150524;89;387722
84;2020-12-01;144;39;183;81185;28680;90;109865
84;2020-12-01;1325;965;2290;4130719;3901658;0;8032377
93;2020-12-01;20;15;35;268834;283093;09;551927
93;2020-12-01;52;57;109;280751;296087;19;576838
93;2020-12-01;88;71;159;254404;255552;29;509956
93;2020-12-01;95;71;166;310704;288398;39;599102
93;2020-12-01;100;65;166;325559;305827;49;631386
93;2020-12-01;91;67;158;353104;325389;59;678493
93;2020-12-01;57;47;104;336327;296459;69;632786
93;2020-12-01;42;29;71;279820;229699;79;509519
93;2020-12-01;68;29;97;171274;113716;89;284990
93;2020-12-01;46;13;59;58896;21758;90;80654
93;2020-12-01;659;464;1124;2639673;2415978;0;5055651
94;2020-12-01;0;2;2;16311;17433;09;33744
94;2020-12-01;1;1;2;16679;18132;19;34811
94;2020-12-01;3;2;5;16782;16579;29;33361
94;2020-12-01;0;3;3;23044;20580;39;43624
94;2020-12-01;0;2;2;23065;22140;49;45205
94;2020-12-01;3;0;3;24549;23421;59;47970
94;2020-12-01;0;1;1;23212;21883;69;45095
94;2020-12-01;0;0;0;19544;17141;79;36685
94;2020-12-01;0;0;0;11227;8178;89;19405
94;2020-12-01;0;0;0;3332;1447;90;4779
94;2020-12-01;7;11;18;177745;166934;0;344679
01;2020-12-02;0;0;0;19979;20155;09;40134
01;2020-12-02;0;1;1;24994;25489;19;50483
01;2020-12-02;1;1;2;17868;16690;29;34558
01;2020-12-02;1;1;2;22328;14821;39;37149
01;2020-12-02;0;0;0;28652;20276;49;48928
01;2020-12-02;0;0;0;33264;27260;59;60524
01;2020-12-02;0;1;1;27135;23978;69;51113
01;2020-12-02;0;0;0;18401;14661;79;33062
01;2020-12-02;0;0;0;9633;6375;89;16008
01;2020-12-02;0;0;0;3410;1510;90;4920
01;2020-12-02;2;4;7;205664;171215;0;376879
02;2020-12-02;0;0;0;16881;17110;09;33991
02;2020-12-02;0;0;0;21410;21604;19;43014
02;2020-12-02;1;1;2;16017;15479;29;31496
02;2020-12-02;0;1;1;19825;14455;39;34280
02;2020-12-02;0;2;2;24719;18248;49;42967
02;2020-12-02;1;1;2;34361;28310;59;62671
02;2020-12-02;1;0;1;28061;24495;69;52556
02;2020-12-02;1;0;1;18231;15278;79;33509
02;2020-12-02;0;0;0;11090;7677;89;18767
02;2020-12-02;0;0;0;3992;1506;90;5498
02;2020-12-02;4;5;9;194587;164162;0;358749
03;2020-12-02;0;0;0;31123;30920;09;62043
03;2020-12-02;9;2;12;29370;29268;19;58638
03;2020-12-02;4;3;7;21458;18963;29;40421
03;2020-12-02;3;4;7;21276;18326;39;39602
03;2020-12-02;4;2;6;18164;16593;49;34757
03;2020-12-02;1;4;5;13469;13557;59;27026
03;2020-12-02;0;2;2;8776;8670;69;17446
03;2020-12-02;1;0;1;3777;3591;79;7368
03;2020-12-02;0;0;0;1649;1072;89;2721
03;2020-12-02;0;0;0;485;184;90;669
03;2020-12-02;22;17;40;149547;141144;0;290691
04;2020-12-02;2;2;4;60314;61377;09;121691
04;2020-12-02;5;6;11;66065;68387;19;134452
04;2020-12-02;6;0;6;51059;47156;29;98215
04;2020-12-02;3;2;5;58788;45780;39;104568
04;2020-12-02;4;1;5;61408;52207;49;113615
04;2020-12-02;4;4;8;64838;60759;59;125597
04;2020-12-02;0;0;0;47008;42843;69;89851
04;2020-12-02;3;0;3;25509;21184;79;46693
04;2020-12-02;1;0;1;13168;7647;89;20815
04;2020-12-02;0;0;0;3209;1253;90;4462
04;2020-12-02;28;15;43;451366;408593;0;859959
05;2020-12-02;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-12-02;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-12-02;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-12-02;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
05;2020-12-02;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-12-02;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-12-02;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-12-02;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-12-02;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-12-02;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-12-02;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-12-02;0;0;0;42583;42380;09;84963
06;2020-12-02;2;1;3;33369;31925;19;65294
06;2020-12-02;6;4;10;21571;15080;29;36651
06;2020-12-02;12;5;17;21550;16147;39;37697
06;2020-12-02;2;2;4;14193;13939;49;28132
06;2020-12-02;1;2;3;7171;7597;59;14768
06;2020-12-02;2;1;3;3629;4117;69;7746
06;2020-12-02;0;0;0;1577;1457;79;3034
