dep;week;P;cl_age90;pop
2A;2021-S12;7;90;2201
2A;2021-S12;292;0;162421
2A;2021-S13;10;09;15993
2A;2021-S13;29;19;15637
2A;2021-S13;36;29;14253
2A;2021-S13;51;39;20657
2A;2021-S13;52;49;22044
2A;2021-S13;40;59;23268
2A;2021-S13;34;69;21273
2A;2021-S13;23;79;17664
2A;2021-S13;12;89;9431
2A;2021-S13;6;90;2201
2A;2021-S13;293;0;162421
2A;2021-S14;6;09;15993
2A;2021-S14;22;19;15637
2A;2021-S14;38;29;14253
2A;2021-S14;34;39;20657
2A;2021-S14;24;49;22044
2A;2021-S14;39;59;23268
2A;2021-S14;22;69;21273
2A;2021-S14;12;79;17664
2A;2021-S14;12;89;9431
2A;2021-S14;3;90;2201
2A;2021-S14;212;0;162421
2A;2021-S15;8;09;15993
2A;2021-S15;40;19;15637
2A;2021-S15;41;29;14253
2A;2021-S15;41;39;20657
2A;2021-S15;32;49;22044
2A;2021-S15;49;59;23268
2A;2021-S15;33;69;21273
2A;2021-S15;11;79;17664
2A;2021-S15;11;89;9431
2A;2021-S15;4;90;2201
2A;2021-S15;270;0;162421
2A;2021-S16;16;09;15993
2A;2021-S16;33;19;15637
2A;2021-S16;30;29;14253
2A;2021-S16;33;39;20657
2A;2021-S16;31;49;22044
2A;2021-S16;23;59;23268
2A;2021-S16;16;69;21273
2A;2021-S16;13;79;17664
2A;2021-S16;3;89;9431
2A;2021-S16;5;90;2201
2A;2021-S16;203;0;162421
2A;2021-S17;5;09;15993
2A;2021-S17;21;19;15637
2A;2021-S17;19;29;14253
2A;2021-S17;24;39;20657
2A;2021-S17;25;49;22044
2A;2021-S17;26;59;23268
2A;2021-S17;7;69;21273
2A;2021-S17;11;79;17664
2A;2021-S17;7;89;9431
2A;2021-S17;4;90;2201
2A;2021-S17;149;0;162421
2B;2020-S21;0;09;17751
2B;2020-S21;1;19;19174
2B;2020-S21;0;29;19108
2B;2020-S21;2;39;22967
2B;2020-S21;3;49;23161
2B;2020-S21;1;59;24702
2B;2020-S21;0;69;23822
2B;2020-S21;0;79;19021
2B;2020-S21;0;89;9974
2B;2020-S21;0;90;2578
2B;2020-S21;7;0;182258
2B;2020-S22;0;09;17751
2B;2020-S22;0;19;19174
2B;2020-S22;0;29;19108
2B;2020-S22;0;39;22967
2B;2020-S22;0;49;23161
2B;2020-S22;0;59;24702
2B;2020-S22;0;69;23822
2B;2020-S22;0;79;19021
2B;2020-S22;0;89;9974
2B;2020-S22;0;90;2578
2B;2020-S22;0;0;182258
2B;2020-S23;0;09;17751
2B;2020-S23;0;19;19174
2B;2020-S23;0;29;19108
2B;2020-S23;0;39;22967
2B;2020-S23;1;49;23161
2B;2020-S23;1;59;24702
2B;2020-S23;0;69;23822
2B;2020-S23;0;79;19021
2B;2020-S23;0;89;9974
2B;2020-S23;0;90;2578
2B;2020-S23;2;0;182258
2B;2020-S24;0;09;17751
2B;2020-S24;0;19;19174
2B;2020-S24;0;29;19108
2B;2020-S24;3;39;22967
2B;2020-S24;0;49;23161
2B;2020-S24;1;59;24702
2B;2020-S24;0;69;23822
2B;2020-S24;0;79;19021
2B;2020-S24;0;89;9974
2B;2020-S24;0;90;2578
2B;2020-S24;4;0;182258
2B;2020-S25;0;09;17751
2B;2020-S25;0;19;19174
2B;2020-S25;0;29;19108
2B;2020-S25;0;39;22967
2B;2020-S25;1;49;23161
2B;2020-S25;0;59;24702
2B;2020-S25;0;69;23822
2B;2020-S25;0;79;19021
2B;2020-S25;0;89;9974
2B;2020-S25;0;90;2578
2B;2020-S25;1;0;182258
2B;2020-S26;0;09;17751
2B;2020-S26;0;19;19174
2B;2020-S26;1;29;19108
2B;2020-S26;0;39;22967
2B;2020-S26;0;49;23161
2B;2020-S26;0;59;24702
2B;2020-S26;0;69;23822
2B;2020-S26;0;79;19021
2B;2020-S26;0;89;9974
2B;2020-S26;0;90;2578
2B;2020-S26;1;0;182258
2B;2020-S27;0;09;17751
2B;2020-S27;0;19;19174
2B;2020-S27;0;29;19108
2B;2020-S27;0;39;22967
2B;2020-S27;0;49;23161
2B;2020-S27;0;59;24702
2B;2020-S27;0;69;23822
2B;2020-S27;0;79;19021
2B;2020-S27;0;89;9974
2B;2020-S27;0;90;2578
2B;2020-S27;0;0;182258
2B;2020-S28;0;09;17751
2B;2020-S28;0;19;19174
2B;2020-S28;2;29;19108
2B;2020-S28;0;39;22967
2B;2020-S28;0;49;23161
2B;2020-S28;1;59;24702
2B;2020-S28;0;69;23822
2B;2020-S28;0;79;19021
2B;2020-S28;0;89;9974
2B;2020-S28;0;90;2578
2B;2020-S28;3;0;182258
2B;2020-S29;0;09;17751
2B;2020-S29;1;19;19174
2B;2020-S29;2;29;19108
2B;2020-S29;3;39;22967
2B;2020-S29;2;49;23161
2B;2020-S29;2;59;24702
2B;2020-S29;0;69;23822
2B;2020-S29;1;79;19021
2B;2020-S29;0;89;9974
2B;2020-S29;0;90;2578
2B;2020-S29;11;0;182258
2B;2020-S30;0;09;17751
2B;2020-S30;0;19;19174
2B;2020-S30;0;29;19108
2B;2020-S30;0;39;22967
2B;2020-S30;1;49;23161
2B;2020-S30;0;59;24702
2B;2020-S30;1;69;23822
2B;2020-S30;0;79;19021
2B;2020-S30;0;89;9974
2B;2020-S30;0;90;2578
2B;2020-S30;2;0;182258
2B;2020-S31;0;09;17751
2B;2020-S31;1;19;19174
2B;2020-S31;0;29;19108
2B;2020-S31;1;39;22967
2B;2020-S31;2;49;23161
2B;2020-S31;0;59;24702
2B;2020-S31;0;69;23822
2B;2020-S31;3;79;19021
2B;2020-S31;0;89;9974
2B;2020-S31;0;90;2578
2B;2020-S31;7;0;182258
2B;2020-S32;1;09;17751
2B;2020-S32;0;19;19174
2B;2020-S32;5;29;19108
2B;2020-S32;0;39;22967
2B;2020-S32;0;49;23161
2B;2020-S32;1;59;24702
2B;2020-S32;0;69;23822
2B;2020-S32;0;79;19021
2B;2020-S32;0;89;9974
2B;2020-S32;0;90;2578
2B;2020-S32;7;0;182258
2B;2020-S33;0;09;17751
2B;2020-S33;2;19;19174
2B;2020-S33;4;29;19108
2B;2020-S33;0;39;22967
2B;2020-S33;2;49;23161
2B;2020-S33;1;59;24702
2B;2020-S33;0;69;23822
2B;2020-S33;2;79;19021
2B;2020-S33;0;89;9974
2B;2020-S33;0;90;2578
2B;2020-S33;11;0;182258
2B;2020-S34;1;09;17751
2B;2020-S34;0;19;19174
2B;2020-S34;2;29;19108
2B;2020-S34;5;39;22967
2B;2020-S34;5;49;23161
2B;2020-S34;1;59;24702
2B;2020-S34;1;69;23822
2B;2020-S34;1;79;19021
2B;2020-S34;0;89;9974
2B;2020-S34;0;90;2578
2B;2020-S34;16;0;182258
2B;2020-S35;1;09;17751
2B;2020-S35;4;19;19174
2B;2020-S35;19;29;19108
2B;2020-S35;23;39;22967
2B;2020-S35;18;49;23161
2B;2020-S35;9;59;24702
2B;2020-S35;9;69;23822
2B;2020-S35;4;79;19021
2B;2020-S35;0;89;9974
2B;2020-S35;2;90;2578
2B;2020-S35;89;0;182258
2B;2020-S36;6;09;17751
2B;2020-S36;10;19;19174
2B;2020-S36;31;29;19108
2B;2020-S36;27;39;22967
2B;2020-S36;22;49;23161
2B;2020-S36;24;59;24702
2B;2020-S36;14;69;23822
2B;2020-S36;10;79;19021
2B;2020-S36;2;89;9974
2B;2020-S36;2;90;2578
2B;2020-S36;148;0;182258
2B;2020-S37;6;09;17751
2B;2020-S37;11;19;19174
2B;2020-S37;46;29;19108
2B;2020-S37;19;39;22967
2B;2020-S37;25;49;23161
2B;2020-S37;24;59;24702
2B;2020-S37;15;69;23822
2B;2020-S37;15;79;19021
2B;2020-S37;6;89;9974
2B;2020-S37;1;90;2578
2B;2020-S37;168;0;182258
2B;2020-S38;1;09;17751
2B;2020-S38;17;19;19174
2B;2020-S38;33;29;19108
2B;2020-S38;14;39;22967
2B;2020-S38;14;49;23161
2B;2020-S38;9;59;24702
2B;2020-S38;9;69;23822
2B;2020-S38;9;79;19021
2B;2020-S38;4;89;9974
2B;2020-S38;3;90;2578
2B;2020-S38;113;0;182258
2B;2020-S39;1;09;17751
2B;2020-S39;13;19;19174
2B;2020-S39;15;29;19108
2B;2020-S39;6;39;22967
2B;2020-S39;5;49;23161
2B;2020-S39;13;59;24702
2B;2020-S39;7;69;23822
2B;2020-S39;3;79;19021
2B;2020-S39;0;89;9974
2B;2020-S39;1;90;2578
2B;2020-S39;64;0;182258
2B;2020-S40;1;09;17751
2B;2020-S40;8;19;19174
2B;2020-S40;16;29;19108
2B;2020-S40;17;39;22967
2B;2020-S40;5;49;23161
2B;2020-S40;13;59;24702
2B;2020-S40;8;69;23822
2B;2020-S40;2;79;19021
2B;2020-S40;2;89;9974
2B;2020-S40;2;90;2578
2B;2020-S40;74;0;182258
2B;2020-S41;2;09;17751
2B;2020-S41;17;19;19174
2B;2020-S41;43;29;19108
2B;2020-S41;29;39;22967
2B;2020-S41;21;49;23161
2B;2020-S41;22;59;24702
2B;2020-S41;14;69;23822
2B;2020-S41;17;79;19021
2B;2020-S41;3;89;9974
2B;2020-S41;2;90;2578
2B;2020-S41;170;0;182258
2B;2020-S42;3;09;17751
2B;2020-S42;39;19;19174
2B;2020-S42;70;29;19108
2B;2020-S42;54;39;22967
2B;2020-S42;52;49;23161
2B;2020-S42;68;59;24702
2B;2020-S42;46;69;23822
2B;2020-S42;28;79;19021
2B;2020-S42;12;89;9974
2B;2020-S42;4;90;2578
2B;2020-S42;376;0;182258
2B;2020-S43;16;09;17751
2B;2020-S43;38;19;19174
2B;2020-S43;84;29;19108
2B;2020-S43;64;39;22967
2B;2020-S43;74;49;23161
2B;2020-S43;66;59;24702
2B;2020-S43;78;69;23822
2B;2020-S43;39;79;19021
2B;2020-S43;24;89;9974
2B;2020-S43;6;90;2578
2B;2020-S43;490;0;182258
2B;2020-S44;18;09;17751
2B;2020-S44;52;19;19174
2B;2020-S44;104;29;19108
2B;2020-S44;105;39;22967
2B;2020-S44;97;49;23161
2B;2020-S44;92;59;24702
2B;2020-S44;81;69;23822
2B;2020-S44;51;79;19021
2B;2020-S44;16;89;9974
2B;2020-S44;7;90;2578
2B;2020-S44;624;0;182258
2B;2020-S45;9;09;17751
2B;2020-S45;44;19;19174
2B;2020-S45;83;29;19108
2B;2020-S45;59;39;22967
2B;2020-S45;49;49;23161
2B;2020-S45;66;59;24702
2B;2020-S45;56;69;23822
2B;2020-S45;31;79;19021
2B;2020-S45;14;89;9974
2B;2020-S45;6;90;2578
2B;2020-S45;417;0;182258
2B;2020-S46;7;09;17751
2B;2020-S46;19;19;19174
2B;2020-S46;24;29;19108
2B;2020-S46;37;39;22967
2B;2020-S46;44;49;23161
2B;2020-S46;35;59;24702
2B;2020-S46;39;69;23822
2B;2020-S46;18;79;19021
2B;2020-S46;14;89;9974
2B;2020-S46;6;90;2578
2B;2020-S46;243;0;182258
2B;2020-S47;6;09;17751
2B;2020-S47;5;19;19174
2B;2020-S47;14;29;19108
2B;2020-S47;14;39;22967
2B;2020-S47;15;49;23161
2B;2020-S47;14;59;24702
2B;2020-S47;17;69;23822
2B;2020-S47;11;79;19021
2B;2020-S47;8;89;9974
2B;2020-S47;1;90;2578
2B;2020-S47;105;0;182258
2B;2020-S48;2;09;17751
2B;2020-S48;10;19;19174
2B;2020-S48;3;29;19108
2B;2020-S48;8;39;22967
2B;2020-S48;9;49;23161
2B;2020-S48;7;59;24702
2B;2020-S48;5;69;23822
2B;2020-S48;6;79;19021
2B;2020-S48;6;89;9974
2B;2020-S48;1;90;2578
2B;2020-S48;57;0;182258
2B;2020-S49;3;09;17751
2B;2020-S49;3;19;19174
2B;2020-S49;7;29;19108
2B;2020-S49;6;39;22967
2B;2020-S49;5;49;23161
2B;2020-S49;6;59;24702
2B;2020-S49;6;69;23822
2B;2020-S49;3;79;19021
2B;2020-S49;1;89;9974
2B;2020-S49;5;90;2578
2B;2020-S49;45;0;182258
2B;2020-S50;0;09;17751
2B;2020-S50;6;19;19174
2B;2020-S50;9;29;19108
2B;2020-S50;3;39;22967
2B;2020-S50;7;49;23161
2B;2020-S50;4;59;24702
2B;2020-S50;6;69;23822
2B;2020-S50;3;79;19021
2B;2020-S50;5;89;9974
2B;2020-S50;0;90;2578
2B;2020-S50;46;0;182258
2B;2020-S51;1;09;17751
2B;2020-S51;2;19;19174
2B;2020-S51;6;29;19108
2B;2020-S51;15;39;22967
2B;2020-S51;7;49;23161
2B;2020-S51;13;59;24702
2B;2020-S51;8;69;23822
2B;2020-S51;10;79;19021
2B;2020-S51;1;89;9974
2B;2020-S51;1;90;2578
2B;2020-S51;65;0;182258
2B;2020-S52;1;09;17751
2B;2020-S52;2;19;19174
2B;2020-S52;16;29;19108
2B;2020-S52;14;39;22967
2B;2020-S52;8;49;23161
2B;2020-S52;16;59;24702
2B;2020-S52;21;69;23822
2B;2020-S52;11;79;19021
2B;2020-S52;5;89;9974
2B;2020-S52;2;90;2578
2B;2020-S52;102;0;182258
2B;2020-S53;2;09;17751
2B;2020-S53;14;19;19174
2B;2020-S53;12;29;19108
2B;2020-S53;27;39;22967
2B;2020-S53;22;49;23161
2B;2020-S53;17;59;24702
2B;2020-S53;17;69;23822
2B;2020-S53;13;79;19021
2B;2020-S53;1;89;9974
2B;2020-S53;1;90;2578
2B;2020-S53;126;0;182258
2B;2021-S01;7;09;17751
2B;2021-S01;14;19;19174
2B;2021-S01;26;29;19108
2B;2021-S01;27;39;22967
2B;2021-S01;27;49;23161
2B;2021-S01;18;59;24702
2B;2021-S01;16;69;23822
2B;2021-S01;18;79;19021
2B;2021-S01;2;89;9974
2B;2021-S01;1;90;2578
2B;2021-S01;156;0;182258
2B;2021-S02;2;09;17751
2B;2021-S02;18;19;19174
2B;2021-S02;22;29;19108
2B;2021-S02;33;39;22967
2B;2021-S02;23;49;23161
2B;2021-S02;23;59;24702
2B;2021-S02;16;69;23822
2B;2021-S02;17;79;19021
2B;2021-S02;19;89;9974
2B;2021-S02;2;90;2578
2B;2021-S02;175;0;182258
2B;2021-S03;4;09;17751
2B;2021-S03;20;19;19174
2B;2021-S03;31;29;19108
2B;2021-S03;39;39;22967
2B;2021-S03;26;49;23161
2B;2021-S03;33;59;24702
2B;2021-S03;34;69;23822
2B;2021-S03;35;79;19021
2B;2021-S03;15;89;9974
2B;2021-S03;13;90;2578
2B;2021-S03;250;0;182258
2B;2021-S04;12;09;17751
2B;2021-S04;13;19;19174
2B;2021-S04;27;29;19108
2B;2021-S04;31;39;22967
2B;2021-S04;34;49;23161
2B;2021-S04;40;59;24702
2B;2021-S04;34;69;23822
2B;2021-S04;35;79;19021
2B;2021-S04;22;89;9974
2B;2021-S04;22;90;2578
2B;2021-S04;271;0;182258
2B;2021-S05;11;09;17751
2B;2021-S05;26;19;19174
2B;2021-S05;32;29;19108
2B;2021-S05;40;39;22967
2B;2021-S05;44;49;23161
2B;2021-S05;46;59;24702
2B;2021-S05;42;69;23822
2B;2021-S05;21;79;19021
2B;2021-S05;29;89;9974
2B;2021-S05;9;90;2578
2B;2021-S05;300;0;182258
2B;2021-S06;11;09;17751
2B;2021-S06;20;19;19174
2B;2021-S06;30;29;19108
2B;2021-S06;45;39;22967
2B;2021-S06;37;49;23161
2B;2021-S06;32;59;24702
2B;2021-S06;42;69;23822
2B;2021-S06;18;79;19021
2B;2021-S06;13;89;9974
2B;2021-S06;1;90;2578
2B;2021-S06;249;0;182258
2B;2021-S07;8;09;17751
2B;2021-S07;31;19;19174
2B;2021-S07;41;29;19108
2B;2021-S07;43;39;22967
2B;2021-S07;37;49;23161
2B;2021-S07;50;59;24702
2B;2021-S07;39;69;23822
2B;2021-S07;23;79;19021
2B;2021-S07;12;89;9974
2B;2021-S07;2;90;2578
2B;2021-S07;286;0;182258
2B;2021-S08;11;09;17751
2B;2021-S08;41;19;19174
2B;2021-S08;46;29;19108
2B;2021-S08;48;39;22967
2B;2021-S08;45;49;23161
2B;2021-S08;70;59;24702
2B;2021-S08;38;69;23822
2B;2021-S08;28;79;19021
2B;2021-S08;11;89;9974
2B;2021-S08;4;90;2578
2B;2021-S08;342;0;182258
2B;2021-S09;13;09;17751
2B;2021-S09;54;19;19174
2B;2021-S09;56;29;19108
2B;2021-S09;64;39;22967
2B;2021-S09;55;49;23161
2B;2021-S09;39;59;24702
2B;2021-S09;47;69;23822
2B;2021-S09;23;79;19021
2B;2021-S09;17;89;9974
2B;2021-S09;4;90;2578
2B;2021-S09;372;0;182258
2B;2021-S10;13;09;17751
2B;2021-S10;47;19;19174
2B;2021-S10;47;29;19108
2B;2021-S10;46;39;22967
2B;2021-S10;54;49;23161
2B;2021-S10;42;59;24702
2B;2021-S10;37;69;23822
2B;2021-S10;34;79;19021
2B;2021-S10;15;89;9974
2B;2021-S10;6;90;2578
2B;2021-S10;341;0;182258
2B;2021-S11;10;09;17751
2B;2021-S11;39;19;19174
2B;2021-S11;29;29;19108
2B;2021-S11;36;39;22967
2B;2021-S11;28;49;23161
2B;2021-S11;34;59;24702
2B;2021-S11;28;69;23822
2B;2021-S11;24;79;19021
2B;2021-S11;9;89;9974
2B;2021-S11;2;90;2578
2B;2021-S11;240;0;182258
2B;2021-S12;11;09;17751
2B;2021-S12;23;19;19174
2B;2021-S12;29;29;19108
2B;2021-S12;42;39;22967
2B;2021-S12;33;49;23161
2B;2021-S12;32;59;24702
2B;2021-S12;36;69;23822
2B;2021-S12;19;79;19021
2B;2021-S12;9;89;9974
2B;2021-S12;5;90;2578
2B;2021-S12;239;0;182258
2B;2021-S13;19;09;17751
2B;2021-S13;34;19;19174
2B;2021-S13;30;29;19108
2B;2021-S13;35;39;22967
2B;2021-S13;49;49;23161
2B;2021-S13;32;59;24702
2B;2021-S13;30;69;23822
2B;2021-S13;18;79;19021
2B;2021-S13;7;89;9974
2B;2021-S13;1;90;2578
2B;2021-S13;255;0;182258
2B;2021-S14;19;09;17751
2B;2021-S14;33;19;19174
2B;2021-S14;31;29;19108
2B;2021-S14;44;39;22967
2B;2021-S14;52;49;23161
2B;2021-S14;35;59;24702
2B;2021-S14;24;69;23822
2B;2021-S14;15;79;19021
2B;2021-S14;12;89;9974
2B;2021-S14;1;90;2578
2B;2021-S14;266;0;182258
2B;2021-S15;13;09;17751
2B;2021-S15;50;19;19174
2B;2021-S15;41;29;19108
2B;2021-S15;47;39;22967
2B;2021-S15;51;49;23161
2B;2021-S15;42;59;24702
2B;2021-S15;31;69;23822
2B;2021-S15;17;79;19021
2B;2021-S15;10;89;9974
2B;2021-S15;7;90;2578
2B;2021-S15;309;0;182258
2B;2021-S16;19;09;17751
2B;2021-S16;35;19;19174
2B;2021-S16;40;29;19108
2B;2021-S16;31;39;22967
2B;2021-S16;43;49;23161
2B;2021-S16;30;59;24702
2B;2021-S16;28;69;23822
2B;2021-S16;16;79;19021
2B;2021-S16;7;89;9974
2B;2021-S16;10;90;2578
2B;2021-S16;260;0;182258
2B;2021-S17;17;09;17751
2B;2021-S17;52;19;19174
2B;2021-S17;40;29;19108
2B;2021-S17;33;39;22967
2B;2021-S17;32;49;23161
2B;2021-S17;23;59;24702
2B;2021-S17;17;69;23822
2B;2021-S17;8;79;19021
2B;2021-S17;8;89;9974
2B;2021-S17;9;90;2578
2B;2021-S17;239;0;182258
30;2020-S21;2;09;80627
30;2020-S21;1;19;89988
30;2020-S21;3;29;70111
30;2020-S21;2;39;84369
30;2020-S21;5;49;91908
30;2020-S21;6;59;103521
30;2020-S21;2;69;101426
30;2020-S21;7;79;75841
30;2020-S21;12;89;39145
30;2020-S21;15;90;11532
30;2020-S21;55;0;748468
30;2020-S22;0;09;80627
30;2020-S22;1;19;89988
30;2020-S22;2;29;70111
30;2020-S22;6;39;84369
30;2020-S22;7;49;91908
30;2020-S22;6;59;103521
30;2020-S22;7;69;101426
30;2020-S22;3;79;75841
30;2020-S22;7;89;39145
30;2020-S22;5;90;11532
30;2020-S22;44;0;748468
30;2020-S23;1;09;80627
30;2020-S23;0;19;89988
30;2020-S23;9;29;70111
30;2020-S23;10;39;84369
30;2020-S23;14;49;91908
30;2020-S23;5;59;103521
30;2020-S23;3;69;101426
30;2020-S23;1;79;75841
30;2020-S23;9;89;39145
30;2020-S23;4;90;11532
30;2020-S23;56;0;748468
30;2020-S24;6;09;80627
30;2020-S24;10;19;89988
30;2020-S24;27;29;70111
30;2020-S24;11;39;84369
30;2020-S24;35;49;91908
30;2020-S24;26;59;103521
30;2020-S24;11;69;101426
30;2020-S24;0;79;75841
30;2020-S24;2;89;39145
30;2020-S24;2;90;11532
30;2020-S24;130;0;748468
30;2020-S25;8;09;80627
30;2020-S25;0;19;89988
30;2020-S25;4;29;70111
30;2020-S25;3;39;84369
30;2020-S25;4;49;91908
30;2020-S25;8;59;103521
30;2020-S25;4;69;101426
30;2020-S25;1;79;75841
30;2020-S25;2;89;39145
30;2020-S25;1;90;11532
30;2020-S25;35;0;748468
30;2020-S26;3;09;80627
30;2020-S26;5;19;89988
30;2020-S26;6;29;70111
30;2020-S26;5;39;84369
30;2020-S26;6;49;91908
30;2020-S26;9;59;103521
30;2020-S26;2;69;101426
30;2020-S26;1;79;75841
30;2020-S26;0;89;39145
30;2020-S26;0;90;11532
30;2020-S26;39;0;748468
30;2020-S27;3;09;80627
30;2020-S27;11;19;89988
30;2020-S27;2;29;70111
30;2020-S27;7;39;84369
30;2020-S27;4;49;91908
30;2020-S27;5;59;103521
30;2020-S27;5;69;101426
30;2020-S27;1;79;75841
30;2020-S27;2;89;39145
30;2020-S27;0;90;11532
30;2020-S27;40;0;748468
30;2020-S28;0;09;80627
30;2020-S28;7;19;89988
30;2020-S28;4;29;70111
30;2020-S28;3;39;84369
30;2020-S28;4;49;91908
30;2020-S28;4;59;103521
30;2020-S28;0;69;101426
30;2020-S28;2;79;75841
30;2020-S28;0;89;39145
30;2020-S28;0;90;11532
30;2020-S28;24;0;748468
30;2020-S29;1;09;80627
30;2020-S29;3;19;89988
30;2020-S29;4;29;70111
30;2020-S29;4;39;84369
30;2020-S29;2;49;91908
30;2020-S29;2;59;103521
30;2020-S29;1;69;101426
30;2020-S29;2;79;75841
30;2020-S29;1;89;39145
30;2020-S29;0;90;11532
30;2020-S29;20;0;748468
30;2020-S30;3;09;80627
30;2020-S30;7;19;89988
30;2020-S30;11;29;70111
30;2020-S30;8;39;84369
30;2020-S30;14;49;91908
30;2020-S30;19;59;103521
30;2020-S30;8;69;101426
30;2020-S30;4;79;75841
30;2020-S30;5;89;39145
30;2020-S30;0;90;11532
30;2020-S30;79;0;748468
30;2020-S31;4;09;80627
30;2020-S31;10;19;89988
30;2020-S31;11;29;70111
30;2020-S31;9;39;84369
30;2020-S31;16;49;91908
30;2020-S31;14;59;103521
30;2020-S31;8;69;101426
30;2020-S31;3;79;75841
30;2020-S31;5;89;39145
30;2020-S31;2;90;11532
30;2020-S31;82;0;748468
30;2020-S32;7;09;80627
30;2020-S32;16;19;89988
30;2020-S32;30;29;70111
30;2020-S32;13;39;84369
30;2020-S32;13;49;91908
30;2020-S32;14;59;103521
30;2020-S32;12;69;101426
30;2020-S32;10;79;75841
30;2020-S32;4;89;39145
30;2020-S32;1;90;11532
30;2020-S32;121;0;748468
30;2020-S33;5;09;80627
30;2020-S33;22;19;89988
30;2020-S33;52;29;70111
30;2020-S33;36;39;84369
30;2020-S33;31;49;91908
30;2020-S33;35;59;103521
30;2020-S33;14;69;101426
30;2020-S33;14;79;75841
30;2020-S33;3;89;39145
30;2020-S33;0;90;11532
30;2020-S33;212;0;748468
30;2020-S34;6;09;80627
30;2020-S34;32;19;89988
30;2020-S34;78;29;70111
30;2020-S34;72;39;84369
30;2020-S34;37;49;91908
30;2020-S34;43;59;103521
30;2020-S34;25;69;101426
30;2020-S34;13;79;75841
30;2020-S34;4;89;39145
30;2020-S34;0;90;11532
30;2020-S34;310;0;748468
30;2020-S35;16;09;80627
30;2020-S35;57;19;89988
30;2020-S35;106;29;70111
30;2020-S35;72;39;84369
30;2020-S35;35;49;91908
30;2020-S35;40;59;103521
30;2020-S35;26;69;101426
30;2020-S35;14;79;75841
30;2020-S35;5;89;39145
30;2020-S35;1;90;11532
30;2020-S35;372;0;748468
30;2020-S36;29;09;80627
30;2020-S36;87;19;89988
30;2020-S36;131;29;70111
30;2020-S36;91;39;84369
30;2020-S36;76;49;91908
30;2020-S36;64;59;103521
30;2020-S36;36;69;101426
30;2020-S36;19;79;75841
30;2020-S36;3;89;39145
30;2020-S36;0;90;11532
30;2020-S36;536;0;748468
30;2020-S37;23;09;80627
30;2020-S37;84;19;89988
30;2020-S37;115;29;70111
30;2020-S37;78;39;84369
30;2020-S37;85;49;91908
30;2020-S37;66;59;103521
30;2020-S37;43;69;101426
30;2020-S37;35;79;75841
30;2020-S37;27;89;39145
30;2020-S37;22;90;11532
30;2020-S37;579;0;748468
30;2020-S38;38;09;80627
30;2020-S38;98;19;89988
30;2020-S38;128;29;70111
30;2020-S38;122;39;84369
30;2020-S38;111;49;91908
30;2020-S38;91;59;103521
30;2020-S38;51;69;101426
30;2020-S38;47;79;75841
30;2020-S38;25;89;39145
30;2020-S38;11;90;11532
30;2020-S38;724;0;748468
30;2020-S39;28;09;80627
30;2020-S39;140;19;89988
30;2020-S39;132;29;70111
30;2020-S39;100;39;84369
30;2020-S39;111;49;91908
30;2020-S39;112;59;103521
30;2020-S39;83;69;101426
30;2020-S39;55;79;75841
30;2020-S39;26;89;39145
30;2020-S39;19;90;11532
30;2020-S39;812;0;748468
30;2020-S40;42;09;80627
30;2020-S40;166;19;89988
30;2020-S40;139;29;70111
30;2020-S40;144;39;84369
30;2020-S40;145;49;91908
30;2020-S40;135;59;103521
30;2020-S40;103;69;101426
30;2020-S40;41;79;75841
30;2020-S40;31;89;39145
30;2020-S40;12;90;11532
30;2020-S40;960;0;748468
30;2020-S41;39;09;80627
30;2020-S41;227;19;89988
30;2020-S41;247;29;70111
30;2020-S41;227;39;84369
30;2020-S41;238;49;91908
30;2020-S41;220;59;103521
30;2020-S41;167;69;101426
30;2020-S41;69;79;75841
30;2020-S41;34;89;39145
30;2020-S41;13;90;11532
30;2020-S41;1483;0;748468
30;2020-S42;39;09;80627
30;2020-S42;235;19;89988
30;2020-S42;280;29;70111
30;2020-S42;248;39;84369
30;2020-S42;292;49;91908
30;2020-S42;300;59;103521
30;2020-S42;193;69;101426
30;2020-S42;126;79;75841
30;2020-S42;83;89;39145
30;2020-S42;30;90;11532
30;2020-S42;1829;0;748468
30;2020-S43;55;09;80627
30;2020-S43;305;19;89988
30;2020-S43;503;29;70111
30;2020-S43;487;39;84369
30;2020-S43;542;49;91908
30;2020-S43;517;59;103521
30;2020-S43;330;69;101426
30;2020-S43;216;79;75841
30;2020-S43;162;89;39145
30;2020-S43;115;90;11532
30;2020-S43;3238;0;748468
30;2020-S44;90;09;80627
30;2020-S44;484;19;89988
30;2020-S44;673;29;70111
30;2020-S44;700;39;84369
30;2020-S44;800;49;91908
30;2020-S44;736;59;103521
30;2020-S44;523;69;101426
30;2020-S44;356;79;75841
30;2020-S44;209;89;39145
30;2020-S44;110;90;11532
30;2020-S44;4690;0;748468
30;2020-S45;91;09;80627
30;2020-S45;437;19;89988
30;2020-S45;466;29;70111
30;2020-S45;502;39;84369
30;2020-S45;572;49;91908
30;2020-S45;623;59;103521
30;2020-S45;422;69;101426
30;2020-S45;297;79;75841
30;2020-S45;216;89;39145
30;2020-S45;136;90;11532
30;2020-S45;3767;0;748468
30;2020-S46;55;09;80627
30;2020-S46;284;19;89988
30;2020-S46;299;29;70111
30;2020-S46;264;39;84369
30;2020-S46;291;49;91908
30;2020-S46;337;59;103521
30;2020-S46;247;69;101426
30;2020-S46;184;79;75841
30;2020-S46;145;89;39145
